,MLS #,Type,Status,Address,City,County,Beds,Baths,Structure Type,Date,List Office Name,Price,PriceChangeType,PriceChangeTitle,Timestamp
,VALO2100584,RES,C/S,43927 Maritime Song Ter,Leesburg,"Loudoun, VA",3,2/1,End of Row/Townhouse,07/03/25,Bruck Realty (BRUK1),"$850,000",,,2025-07-04 16:13:45
,VAFX2253350,RES,ACT,9142 Belvedere Branch Dr,Great Falls,"Fairfax, VA",6,6/1,Detached,07/02/25,Glass House Real Estate (PTRET1),"$3,270,000",,,2025-07-04 16:13:45
,VAFX2244930,RES,C/S,2911 Brook Dr,Falls Church,"Fairfax, VA",3,2,Detached,07/02/25,Samson Properties (SAMP24),"$779,900",,,2025-07-04 16:13:45
,VALO2101378,RES,C/S,111 Oak View Dr SE,Leesburg,"Loudoun, VA",3,2/1,Detached,07/02/25,Ikon Realty (IKON6),"$594,900",,,2025-07-04 16:13:45
,VALO2101352,RES,C/S,20144 Crew Sq,Ashburn,"Loudoun, VA",2,3/1,Interior Row/Townhouse,07/02/25,Keller Williams Realty (KWR21),"$539,900",,,2025-07-04 16:13:45
,VAPW2098612,RES,C/S,9100 Mulder Ct,Manassas,"Prince William, VA",5,3/1,Detached,07/02/25,Samson Properties (SAMP1),"$689,000",,,2025-07-04 16:13:45
,VAFX2252636,RES,ACT,8178 Electric Ave,Vienna,"Fairfax, VA",4,3/1,End of Row/Townhouse,07/03/25,Compass (COMPS8),"$749,000",,,2025-07-04 16:13:45
,VAAX2047152,RES,C/S,1305 E Abingdon Dr #2,Alexandria,"Alexandria City, VA",1,1/0,Unit/Flat/Apartment,07/02/25,KW United (KWR30),"$350,000",,,2025-07-04 16:13:45
,VAPW2098664,RES,C/S,13805 Cynthia Ct,Manassas,"Prince William, VA",4,2/1,Detached,07/02/25,Samson Properties (SAMP5),"$625,000",,,2025-07-04 16:13:45
,VAFX2246804,RES,C/S,9230 Cardinal Forest Ln #301,Lorton,"Fairfax, VA",2,1/1,Penthouse Unit/Flat/Apartment,07/02/25,"Pearson Smith Realty, LLC (PSTH1)","$370,000",,,2025-07-04 16:13:51
,VAFX2253690,RES,ACT,5010 Rosemont Ave,Alexandria,"Fairfax, VA",3,2/0,Detached,07/02/25,KW Metro Center (KWR19),"$599,000",,,2025-07-04 16:13:51
,VALO2101260,RES,C/S,47327 Rock Falls Ter,Sterling,"Loudoun, VA",3,2/2,End of Row/Townhouse,07/02/25,"Pearson Smith Realty, LLC (PSTH1)","$739,500",,,2025-07-04 16:13:51
,VALO2101258,RES,C/S,23089 Sunbury St,Ashburn,"Loudoun, VA",3,3/1,Interior Row/Townhouse,07/02/25,Century 21 Redwood Realty (CENT27),"$660,000",,,2025-07-04 16:13:51
,VALO2101034,RES,ACT,112 W O St,Purcellville,"Loudoun, VA",2,1/1,Interior Row/Townhouse,07/02/25,RE/MAX Executives (RMAX207),"$399,900",,,2025-07-04 16:13:51
,VAPW2097652,RES,C/S,5230 Canyon Creek Way,Haymarket,"Prince William, VA",3,3,Detached,07/02/25,Keller Williams Realty/Lee Beaver & Assoc. (KWR3),"$775,000",,,2025-07-04 16:13:51
,VAAX2047250,RES,C/S,206 N View Ter,Alexandria,"Alexandria City, VA",4,3/2,Detached,07/02/25,Coldwell Banker Realty (CBRB54),"$2,450,000",,,2025-07-04 16:13:51
,VAFX2253582,RES,C/S,3210 Cobb Hill Ln,Oakton,"Fairfax, VA",4,3/2,Detached,07/02/25,Coldwell Banker Realty (CBRB47),"$880,000",,,2025-07-04 16:13:51
,VAAR2060300,RES,C/S,1276 N Wayne St #830,Arlington,"Arlington, VA",2,2,Unit/Flat/Apartment,07/02/25,RLAH @properties (RLAH3),"$725,000",,,2025-07-04 16:13:51
,VAAX2047252,RES,C/S,4850 Eisenhower Ave #418,Alexandria,"Alexandria City, VA",1,1,Unit/Flat/Apartment,07/02/25,Redfin Corp (REFC3),"$295,000",,,2025-07-04 16:13:51
,VAFX2253762,RES,C/S,14870 Lambeth Sq,Centreville,"Fairfax, VA",3,2/2,Interior Row/Townhouse,07/02/25,Keller Williams Realty (KWR21),"$486,700",,,2025-07-04 16:13:51
,VALO2101286,RES,C/S,43535 Postrail Sq,Ashburn,"Loudoun, VA",3,3/1,Interior Row/Townhouse,07/02/25,Signature Realtors Inc (SIRI1),"$635,000",,,2025-07-04 16:13:51
,VAFX2253756,RES,ACT,12797 Fair Briar Ln,Fairfax,"Fairfax, VA",3,3/0,End of Row/Townhouse,07/04/25,"Real Broker, LLC (REKL1)","$525,000",,,2025-07-04 16:13:51
,VAPW2096860,RES,C/S,16104 Benedict Ct,Woodbridge,"Prince William, VA",3,2/1,Detached,07/02/25,Keller Williams Realty (KWR8),"$500,000",,,2025-07-04 16:13:51
,VAPW2097556,RES,C/S,15476 Championship Dr,Haymarket,"Prince William, VA",3,3,Detached,07/02/25,RLAH @properties (RLAH3),"$975,000",,,2025-07-04 16:13:51
,VAAR2059998,RES,C/S,4500 S Four Mile Run Dr #304,Arlington,"Arlington, VA",2,2,Unit/Flat/Apartment,07/02/25,RLAH @properties (RLAH3),"$425,000",,,2025-07-04 16:13:51
,VALO2101358,RES,CLS,42217 Piebald Sq,Aldie,"Loudoun, VA",2,2,Unit/Flat/Apartment,06/30/25,"Pearson Smith Realty, LLC (PSTH1)","$172,732",,,2025-07-04 16:13:51
,VALO2101158,RES,ACT,42864 Sandhurst Ct,Broadlands,"Loudoun, VA",6,5/1,Detached,07/02/25,Compass (COMPS5),"$1,499,999",,,2025-07-04 16:13:51
,VALO2101306,RES,ACT,43320 Barnstead Dr,Ashburn,"Loudoun, VA",4,4/1,Detached,07/02/25,Ikon Realty (IKON5),"$1,250,000",,,2025-07-04 16:13:51
,VAPW2098578,RES,C/S,13033 Ormond Dr,Bristow,"Prince William, VA",4,3,Detached,07/02/25,Take 2 Real Estate LLC (TAKE2),"$699,900",,,2025-07-04 16:13:51
,VAFX2253314,RES,C/S,7645 Fallswood Way,Lorton,"Fairfax, VA",4,3/1,Detached,07/02/25,"RE/MAX Gateway, LLC (RMAX154)","$759,977",,,2025-07-04 16:13:51
,VAFX2240762,RES,C/S,12538 Misty Water Dr,Herndon,"Fairfax, VA",4,3/1,Detached,07/02/25,Keller Williams Realty (KWR8),"$950,000",,,2025-07-04 16:13:51
,VAFX2239658,RES,C/S,6758 Edge Cliff Dr,Alexandria,"Fairfax, VA",5,3/1,Detached,07/02/25,"Long & Foster Real Estate, Inc. (LNG80)","$1,225,000",,,2025-07-04 16:13:51
,VAFX2253734,RES,T/O,8813 Oak Leaf Dr,Alexandria,"Fairfax, VA",6,7/2,Detached,07/02/25,RLAH @properties (RLAH3),"$2,065,000",,,2025-07-04 16:13:51
,VALO2101348,RES,C/S,14782 Falconaire Pl,Leesburg,"Loudoun, VA",4,4/1,Detached,07/02/25,"United Realty, Inc. (URI1)","$1,050,000",,,2025-07-04 16:13:51
,VAFX2252998,RES,C/S,8380 Greensboro Dr #923,Mclean,"Fairfax, VA",1,1,Unit/Flat/Apartment,07/02/25,"EXP Realty, LLC (EXPY16)","$360,000",,,2025-07-04 16:13:57
,VAFX2253500,RES,ACT,6904-I Victoria Dr #I,Alexandria,"Fairfax, VA",2,2/0,Unit/Flat/Apartment,07/02/25,KW Metro Center (KWR19),"$330,000",,,2025-07-04 16:13:57
,VAFX2253712,RES,ACT,705 Ware St SW,Vienna,"Fairfax, VA",3,2,Detached,07/02/25,Keller Williams Realty (KWR21),"$915,000",,,2025-07-04 16:13:57
,VALO2101300,RES,ACT,14914 Mogul Ct,Waterford,"Loudoun, VA",6,6/1,Detached,07/02/25,"Pearson Smith Realty, LLC (PSTH1)","$1,949,990",,,2025-07-04 16:13:57
,VALO2100622,RES,C/S,43878 Camellia St,Ashburn,"Loudoun, VA",5,5,Detached,07/02/25,"Pearson Smith Realty, LLC (PSTH1)","$1,275,000",,,2025-07-04 16:13:57
,VAFX2253142,RES,C/S,7401 Loughboro Ln,Springfield,"Fairfax, VA",5,3/1,Detached,07/02/25,M.O. Wilson Properties (MOW1),"$959,000",,,2025-07-04 16:13:57
,VAFX2253662,RES,C/S,6836 Kerrywood Cir,Centreville,"Fairfax, VA",3,2/2,Interior Row/Townhouse,07/02/25,"RE/MAX Gateway, LLC (RMAX110)","$625,000",,,2025-07-04 16:13:57
,VALO2100822,RES,C/S,Lot W-10-121 On Beaverdam,Middleburg,"Loudoun, VA",0,,Detached,07/02/25,Fairfax Realty Select (FXR1),"$1,699,900",,,2025-07-04 16:13:57
,VAFX2252656,RES,ACT,3206 Wheatland Farms Dr,Oakton,"Fairfax, VA",5,4/1,Detached,07/02/25,"Weichert, REALTORS (WEI69)","$1,998,800",,,2025-07-04 16:13:57
,VAFX2253648,RES,C/S,5997 Clerkenwell Ct,Burke,"Fairfax, VA",3,2/2,Interior Row/Townhouse,07/02/25,"Bay Property Mgmt Group Northern Virginia, LLC. (BAYVA1)","$635,000",,,2025-07-04 16:13:57
,VAPW2098202,RES,C/S,3449 Lacrosse Ct,Woodbridge,"Prince William, VA",3,2/1,Detached,07/02/25,TTR Sotheby's International Realty (TTRS6),"$630,000",,,2025-07-04 16:13:57
,VAPW2098584,RES,ACT,3427 Belleplain Ct,Dumfries,"Prince William, VA",3,3/1,Interior Row/Townhouse,07/02/25,Pearson Smith Realty LLC (PSTH7),"$425,000",,,2025-07-04 16:13:57
,VAFX2253068,RES,C/S,9480 Virginia Center Blvd #230,Vienna,"Fairfax, VA",2,2,Unit/Flat/Apartment,07/02/25,Realty ONE Group Capital (ROGC1),"$475,000",,,2025-07-04 16:13:57
,VAFX2253562,RES,C/S,2613 East Meredith Dr,Vienna,"Fairfax, VA",5,3,Detached,07/02/25,"Pearson Smith Realty, LLC (PSTH3)","$1,099,000",,,2025-07-04 16:13:57
,VALO2101270,RES,ACT,22143 Midmoore Dr,Ashburn,"Loudoun, VA",3,2/1,Unit/Flat/Apartment,07/02/25,Toll Brothers Real Estate Inc. (TOLL1),"$555,000",,,2025-07-04 16:13:57
,VAPW2098644,RES,ACT,6100 Amber Ln,Haymarket,"Prince William, VA",3,3/1,End of Row/Townhouse,07/02/25,Monument Sotheby's International Realty (MONUM1),"$784,427",,,2025-07-04 16:13:57
,VAFX2233080,RES,ACT,2947 Stella Blue Ln,Fairfax,"Fairfax, VA",3,3/1,Interior Row/Townhouse,07/02/25,Keller Williams Realty (KWR21),"$898,000",,,2025-07-04 16:13:57
,VAPW2098642,RES,ACT,6172 Amber Ln,Haymarket,"Prince William, VA",3,3/1,Interior Row/Townhouse,07/02/25,Monument Sotheby's International Realty (MONUM1),"$740,602",,,2025-07-04 16:13:57
,VAFX2253642,RES,ACT,2156 Glacier Rd,Herndon,"Fairfax, VA",2,2/1,Interior Row/Townhouse,07/02/25,"SM Brokerage, LLC (SMC1)","$567,230",,,2025-07-04 16:13:57
,VALO2101266,RES,C/S,801 S Filbert Ct S,Sterling,"Loudoun, VA",4,3/0,Detached,07/02/25,Samson Properties (SAMP1),"$649,000",,,2025-07-04 16:13:57
,VAPW2098498,RES,C/S,14493 Filarete St,Woodbridge,"Prince William, VA",3,2/1,Interior Row/Townhouse,07/02/25,"Spring Hill Real Estate, LLC. (SHIL1)","$400,000",,,2025-07-04 16:13:57
,VALO2101292,RES,PND,20078 Coral Wind Ter,Ashburn,"Loudoun, VA",3,2/1,Interior Row/Townhouse,07/02/25,Monument Sotheby's International Realty (MONUM1),"$694,990",,,2025-07-04 16:13:57
,VAPW2098636,RES,ACT,1215b Freeman Pl,Manassas Park,"Prince William, VA",3,2/1,Interior Row/Townhouse,07/02/25,"SM Brokerage, LLC (SMC1)","$543,155",,,2025-07-04 16:13:57
,VAFX2248924,RES,C/S,1665 Parkcrest Cir #301,Reston,"Fairfax, VA",2,1,Unit/Flat/Apartment,07/02/25,"Long & Foster Real Estate, Inc. (LNG80)","$325,000",,,2025-07-04 16:13:57
,VAPW2098632,RES,ACT,11217 Einstein St,Manassas,"Prince William, VA",3,3/1,Interior Row/Townhouse,07/02/25,"SM Brokerage, LLC (SMC1)","$541,330",,,2025-07-04 16:13:57
,VAFX2253574,RES,ACT,954 Mackall Farms Ln,Mclean,"Fairfax, VA",5,5/3,Detached,07/02/25,Serhant (SERH2),"$7,750,000",,,2025-07-04 16:14:02
,VALO2100772,RES,ACT,40623 Canongate Dr,Leesburg,"Loudoun, VA",4,5/1,Detached,07/02/25,"Premium Properties, Inc. (PREMP1)","$1,550,000",,,2025-07-04 16:14:02
,VAFX2253614,RES,ACT,2170 Acadia Rd,Herndon,"Fairfax, VA",3,2/2,Interior Row/Townhouse,07/02/25,"SM Brokerage, LLC (SMC1)","$819,140",,,2025-07-04 16:14:02
,VAPW2097726,RES,C/S,10484 Stonington Ln,Manassas,"Prince William, VA",2,3/0,Interior Row/Townhouse,07/02/25,"Pearson Smith Realty, LLC (PSTH1)","$374,999",,,2025-07-04 16:14:02
,VAPW2098570,RES,ACT,15292 Golf View Dr,Haymarket,"Prince William, VA",4,4/1,Detached,07/03/25,Samson Properties (SAMP6),"$1,149,000",,,2025-07-04 16:14:02
,VAPW2098556,RES,ACT,6167 Myradale Way,Haymarket,"Prince William, VA",3,2/2,Interior Row/Townhouse,07/02/25,"Long & Foster Real Estate, Inc. (LNG173)","$595,000",,,2025-07-04 16:14:02
,VAFX2253402,RES,ACT,7128 Beulah St,Alexandria,"Fairfax, VA",3,1/1,Detached,07/02/25,"Long & Foster Real Estate, Inc. (LNG183)","$564,900",,,2025-07-04 16:14:02
,VALO2101216,RES,C/S,38490 Millstone Dr,Hillsboro,"Loudoun, VA",4,2/1,Detached,07/02/25,"EXP Realty, LLC (EXPY4)","$925,000",,,2025-07-04 16:14:02
,VAPW2098590,RES,ACT,7416 Rokeby Dr,Manassas,"Prince William, VA",2,2,Interior Row/Townhouse,07/02/25,"EXP Realty, LLC (EXPY4)","$339,000",,,2025-07-04 16:14:02
,VALO2094570,RES,C/S,42761 Hay Rd,Ashburn,"Loudoun, VA",3,3/1,End of Row/Townhouse,07/02/25,RLAH @properties (RLAH4),"$654,900",,,2025-07-04 16:14:02
,VAFX2253408,RES,C/S,5130 Woodfield Dr,Centreville,"Fairfax, VA",3,2/2,End of Row/Townhouse,07/02/25,Redfin Corporation (REFC1),"$689,000",,,2025-07-04 16:14:02
,VAPW2098622,RES,ACT,11221 Einstein St,Manassas,"Prince William, VA",2,2/2,Interior Row/Townhouse,07/02/25,"SM Brokerage, LLC (SMC1)","$539,445",,,2025-07-04 16:14:02
,VAFC2006586,RES,ACT,3931 Lyndhurst Dr #303,Fairfax,"Fairfax City, VA",2,1,Unit/Flat/Apartment,07/02/25,Hestia Realtors (HESTI1),"$318,000",,,2025-07-04 16:14:02
,VALO2098728,RES,C/S,111 Elm Tree Ln,Sterling,"Loudoun, VA",4,2/1,Detached,07/02/25,Compass (COMPS7),"$649,900",,,2025-07-04 16:14:02
,VALO2101040,RES,ACT,26612 Marbury Estates Dr,Chantilly,"Loudoun, VA",4,5/1,Detached,07/03/25,"Weichert, REALTORS (WEI90)","$1,450,000",,,2025-07-04 16:14:02
,VAPW2095056,RES,C/S,15133 Championship Dr,Haymarket,"Prince William, VA",3,3,End of Row/Townhouse,07/02/25,RE/MAX Gateway (RMAX151),"$749,800",,,2025-07-04 16:14:02
,VAPW2096418,RES,C/S,16600 Downy Flake Mews,Dumfries,"Prince William, VA",2,2,Detached,07/02/25,"LPT Realty, LLC (LPT1)","$510,000",,,2025-07-04 16:14:02
,VAFX2253414,RES,C/S,7105 Galgate Dr,Springfield,"Fairfax, VA",4,2,Detached,07/02/25,Property Collective (PROPCOL1),"$775,000",,,2025-07-04 16:14:02
,VAAX2047136,RES,C/S,304 Moncure Dr,Alexandria,"Alexandria City, VA",3,2,Detached,07/02/25,Keller Williams Realty (KWR8),"$800,000",,,2025-07-04 16:14:02
,VAFX2243884,RES,C/S,1505 N Point Dr #203,Reston,"Fairfax, VA",2,2,Unit/Flat/Apartment,07/02/25,RE/MAX Allegiance (RMAX27),"$399,888",,,2025-07-04 16:14:02
,VAFX2253564,RES,C/S,7615 Springfield Hills Dr,Springfield,"Fairfax, VA",3,2,Detached,07/02/25,Compass (COMPS7),"$695,000",,,2025-07-04 16:14:02
,VAFX2253202,RES,ACT,2316 Fort Dr,Alexandria,"Fairfax, VA",5,2,Detached,07/02/25,Redfin Corporation (REFC1),"$699,900",,,2025-07-04 16:14:02
,VAPW2098616,RES,ACT,8890 Curie St,Manassas,"Prince William, VA",3,2/2,Interior Row/Townhouse,07/02/25,"SM Brokerage, LLC (SMC1)","$623,520",,,2025-07-04 16:14:02
,VALO2101210,RES,ACT,1043-B Margate Ct,Sterling,"Loudoun, VA",3,2/1,Interior Row/Townhouse,07/02/25,"Move4Free Realty, LLC (MFFR1)","$410,000",,,2025-07-04 16:14:02
,VAFX2253524,RES,C/S,865 Merriewood Ln,Mclean,"Fairfax, VA",4,3/0,Detached,07/02/25,"Long & Foster Real Estate, Inc. (LNG83)","$1,499,000",,,2025-07-04 16:14:02
,VAPW2098614,RES,ACT,4308 Wisley Turn,Woodbridge,"Prince William, VA",3,2/2,End of Row/Townhouse,07/04/25,Coldwell Banker Realty (CBRB63),"$600,000",,,2025-07-04 16:14:08
,VALO2100898,RES,C/S,23275 Milltown Knoll Sq #111,Ashburn,"Loudoun, VA",2,2,Unit/Flat/Apartment,07/02/25,Keller Williams Realty (KWR8),"$425,000",,,2025-07-04 16:14:08
,VAFX2250448,RES,C/S,6802 Kerrywood Cir,Centreville,"Fairfax, VA",3,2/2,Interior Row/Townhouse,07/02/25,Keller Williams Realty (KWR8),"$625,000",,,2025-07-04 16:14:08
,VAAR2059626,RES,C/S,5029 22nd St S,Arlington,"Arlington, VA",4,3,Detached,07/02/25,Compass (COMPS6),"$1,050,000",,,2025-07-04 16:14:08
,VAFX2253560,RES,C/S,8708 Lukens Ln,Alexandria,"Fairfax, VA",5,4,Detached,07/02/25,Realty ONE Group Capital (ROGC1),"$1,500,000",,,2025-07-04 16:14:08
,VAFX2239158,RES,C/S,6035 Liberty Bell Ct,Burke,"Fairfax, VA",3,3/1,Interior Row/Townhouse,07/02/25,Keller Williams Realty (KWR8),"$635,000",,,2025-07-04 16:14:08
,VAPW2098474,RES,C/S,6101 Camerons Ferry Dr,Haymarket,"Prince William, VA",4,3/1,Interior Row/Townhouse,07/02/25,Keller Williams Realty (KWR18),"$574,900",,,2025-07-04 16:14:08
,VALO2101092,RES,C/S,302 Bodega Ter SE,Leesburg,"Loudoun, VA",4,3/1,End of Row/Townhouse,07/02/25,Keller Williams Realty (KWR18),"$709,900",,,2025-07-04 16:14:08
,VAAR2057896,RES,ACT,231 N Thomas St #105,Arlington,"Arlington, VA",2,2,Unit/Flat/Apartment,05/19/25,Compass (COMPS6),"$400,000",,,2025-07-04 16:14:08
,VALO2101264,RES,ACT,42480 Rockrose Sq #202,Brambleton,"Loudoun, VA",3,2,Unit/Flat/Apartment,07/02/25,"The KOR Group, Inc. (KORG1)","$435,000",up,Price Increase,2025-07-04 16:14:08
,VAFX2253140,RES,C/S,9000 Linda Maria Ct,Fairfax,"Fairfax, VA",6,4/1,Detached,07/02/25,Redfin Corporation (REFC1),"$1,139,000",,,2025-07-04 16:14:08
,VAFX2253384,RES,ACT,529 Florida Ave #202,Herndon,"Fairfax, VA",2,2,Unit/Flat/Apartment,07/02/25,"EXP Realty, LLC (EXXPR1)","$325,000",,,2025-07-04 16:14:08
,VALO2101166,RES,WTH,41213 Turkey Oak Dr,Aldie,"Loudoun, VA",5,4/1,Detached,07/02/25,Keller Williams Realty (KWR8),"$1,650,000",,,2025-07-04 16:14:08
,VAFX2253536,RES,ACT,11606 Vantage Hill Rd #12B,Reston,"Fairfax, VA",2,1/1,Unit/Flat/Apartment,07/02/25,Realty ONE Group Capital (ROGC1),"$319,000",,,2025-07-04 16:14:08
,VAPW2096902,RES,ACT,14460 Del Mar Dr,Woodbridge,"Prince William, VA",5,3/0,Detached,07/02/25,Nexthome The Agency Group (NXTHME2),"$500,000",,,2025-07-04 16:14:08
,VAFX2253552,RES,ACT,14079 Sunrise Valley Dr #15P,Herndon,"Fairfax, VA",3,2/1,Interior Row/Townhouse,07/02/25,Compass (COMPS2),"$634,900",,,2025-07-04 16:14:08
,VAPW2098240,RES,C/S,12120 Parkgate Dr,Nokesville,"Prince William, VA",5,4,Detached,07/02/25,RE/MAX Allegiance (RMAX27),"$1,299,888",,,2025-07-04 16:14:08
,VAFX2252676,RES,ACT,4700 Twinbrook Rd,Fairfax,"Fairfax, VA",5,3/0,Detached,07/02/25,Compass (COMPS9),"$830,000",,,2025-07-04 16:14:08
,VAFX2253198,RES,C/S,6645 Morning View Ct,Alexandria,"Fairfax, VA",3,1/2,Interior Row/Townhouse,07/02/25,Samson Properties (SAMP4),"$490,000",,,2025-07-04 16:14:08
,VAAX2047224,RES,ACT,203 Yoakum Pkwy #618,Alexandria,"Alexandria City, VA",1,1,Unit/Flat/Apartment,07/02/25,Jobin Realty (JOBN4),"$325,000",,,2025-07-04 16:14:08
,VAPW2098074,RES,C/S,15009 Onan Ct,Gainesville,"Prince William, VA",4,2/1,Detached,07/02/25,RE/MAX Gateway (RMAX151),"$775,000",,,2025-07-04 16:14:08
,VAAX2047134,RES,C/S,2500 N Van Dorn St #1518,Alexandria,"Alexandria City, VA",0,1/0,Unit/Flat/Apartment,07/02/25,Realty ONE Group Capital (ROGC1),"$168,900",,,2025-07-04 16:14:08
,VAPW2098604,RES,C/S,4412 Potomac Highlands Cir,Triangle,"Prince William, VA",3,3/2,Interior Row/Townhouse,07/02/25,Hyundai Realty (HYU1),"$435,000",,,2025-07-04 16:14:08
,VALO2101256,RES,CLS,40881 Glenpane Way,Aldie,"Loudoun, VA",6,5/1,Detached,07/01/25,Expert Home Realty LLC (EXPHR1),"$1,400,000",,,2025-07-04 16:14:08
,VAAR2060172,RES,C/S,4835 9th St S,Arlington,"Arlington, VA",4,3,Detached,07/02/25,Corcoran McEnearney (MCE6),"$969,000",,,2025-07-04 16:14:08
,VAFX2253528,RES,C/S,5223 Jule Star Dr,Centreville,"Fairfax, VA",4,3/1,Garage/Parking Space,07/01/25,Pacific Realty (PAF1),"$849,000",,,2025-07-04 16:14:14
,VALO2100974,RES,ACT,104 Drury Cir,Sterling,"Loudoun, VA",4,2/1,Interior Row/Townhouse,07/01/25,RE/MAX Allegiance (RMAX127),"$497,500",,,2025-07-04 16:14:14
,VAFX2253418,RES,C/S,2791 Centerboro Dr #384,Vienna,"Fairfax, VA",1,1,Unit/Flat/Apartment,07/01/25,Samson Properties (SAMP1),"$325,000",,,2025-07-04 16:14:14
,VAFC2006588,RES,ACT,10004 Peterson St,Fairfax,"Fairfax City, VA",5,2,Detached,07/01/25,Metro House (METHSE1),"$669,950",,,2025-07-04 16:14:14
,VAPW2098536,RES,C/S,16082 Deer Park Dr,Dumfries,"Prince William, VA",4,2/1,Detached,07/01/25,"EXP Realty, LLC (EXPY5)","$575,000",,,2025-07-04 16:14:14
,VAAX2045690,RES,ACT,1339 Argall Pl,Alexandria,"Alexandria City, VA",3,2/1,Interior Row/Townhouse,07/03/25,Compass (COMPS7),"$929,900",,,2025-07-04 16:14:14
,VAFX2253344,RES,C/S,3123 Valentino Ct,Oakton,"Fairfax, VA",4,3/1,Interior Row/Townhouse,07/01/25,Coldwell Banker Realty (CBRB47),"$750,000",,,2025-07-04 16:14:14
,VAFX2252386,RES,T/O,2403 Sherwood Hall Ln,Alexandria,"Fairfax, VA",4,2/1,Detached,07/01/25,"Long & Foster Real Estate, Inc. (LNG183)","$825,000",,,2025-07-04 16:14:14
,VALO2101252,RES,C/S,25487 Byrnes Crossing Dr,Chantilly,"Loudoun, VA",6,5/1,Detached,07/01/25,"Maram Realty, LLC (MARAM1)","$1,169,000",,,2025-07-04 16:14:14
,VAFX2253454,RES,ACT,2224 Springwood Dr #102A,Reston,"Fairfax, VA",2,1/0,Unit/Flat/Apartment,07/01/25,"Long & Foster Real Estate, Inc. (LNG247)","$379,000",,,2025-07-04 16:14:14
,VALO2101248,RES,ACT,18389 Sugar Snap Cir,Leesburg,"Loudoun, VA",5,5/1,Detached,07/01/25,Bhavani Ghanta Real Estate Company (BHAV1),"$1,799,000",,,2025-07-04 16:14:14
,VALO2101242,RES,ACT,17365 Avion Sq,Round Hill,"Loudoun, VA",3,2/2,Interior Row/Townhouse,07/03/25,Corcoran McEnearney (MLB1),"$495,000",,,2025-07-04 16:14:14
,VAAR2059972,RES,C/S,3153 14th St S,Arlington,"Arlington, VA",2,2/2,End of Row/Townhouse,07/01/25,Samson Properties (SAMP24),"$910,888",,,2025-07-04 16:14:14
,VAFX2248286,RES,C/S,1371 Northwyck Ct,Mclean,"Fairfax, VA",5,5/1,Detached,07/01/25,TTR Sothebys International Realty (TTRS3),"$1,950,000",,,2025-07-04 16:14:14
,VAFX2253264,RES,C/S,1419 Bayshire Ln,Herndon,"Fairfax, VA",4,2/1,Detached,07/01/25,Samson Properties (SAMP1),"$690,000",,,2025-07-04 16:14:14
,VAFX2253478,RES,ACT,6011 Netherton St,Centreville,"Fairfax, VA",2,1/1,End of Row/Townhouse,07/01/25,Coldwell Banker Realty (CBRB63),"$395,000",,,2025-07-04 16:14:14
,VAFC2006538,RES,C/S,9450 Silver King Ct #204,Fairfax,"Fairfax City, VA",1,1,Unit/Flat/Apartment,07/01/25,KW Metro Center (KWR17),"$375,000",,,2025-07-04 16:14:14
,VAFX2252296,RES,ACT,3160 John Glenn St #306,Herndon,"Fairfax, VA",2,2,Unit/Flat/Apartment,07/01/25,"Long & Foster Real Estate, Inc. (LNG80)","$450,000",,,2025-07-04 16:14:14
,VAPW2098588,RES,C/S,13057 Michie Ct,Woodbridge,"Prince William, VA",4,2/1,Detached,07/01/25,"Long & Foster Real Estate, Inc. (LNG183)","$710,000",,,2025-07-04 16:14:14
,VAPW2098582,RES,C/S,16502 Bobster Ct,Woodbridge,"Prince William, VA",4,3/1,Interior Row/Townhouse,07/01/25,RE/MAX Realty Group (RMAX1017),"$495,000",,,2025-07-04 16:14:14
,VAPW2098594,RES,ACT,8147 Cello Way,Manassas,"Prince William, VA",3,3/1,Interior Row/Townhouse,07/03/25,United American Realty (NAVD1),"$575,000",,,2025-07-04 16:14:14
,VAFX2253390,RES,C/S,7112 Holyrood Dr,Mclean,"Fairfax, VA",5,5/1,Detached,07/01/25,Keller Williams Realty (KWR21),"$2,599,000",,,2025-07-04 16:14:14
,VAFC2006584,RES,ACT,9507 Shelly Krasnow Ln,Fairfax,"Fairfax City, VA",5,4/1,Detached,07/01/25,"United Realty, Inc. (URI1)","$1,425,000",down,Price Decrease,2025-07-04 16:14:14
,VAAR2060220,RES,C/S,316 S Taylor St S,Arlington,"Arlington, VA",4,3/1,Detached,07/01/25,"RE/MAX Gateway, LLC (RMAX154)","$1,250,000",,,2025-07-04 16:14:14
,VALO2099740,RES,C/S,1114 S Dickenson Ave,Sterling,"Loudoun, VA",3,2/1,Detached,07/01/25,Samson Properties (SAMP1),"$650,000",,,2025-07-04 16:14:14
,VAFX2253464,RES,C/S,6910 Gilbert St,Springfield,"Fairfax, VA",3,2,Detached,07/01/25,Keller Williams Capital Properties (KWCP3),"$550,000",,,2025-07-04 16:14:20
,VAFC2006580,RES,C/S,10019 Cavalry Dr,Fairfax,"Fairfax City, VA",4,2/1,Detached,07/01/25,Metro House (METHSE1),"$899,950",,,2025-07-04 16:14:20
,VALO2101222,RES,C/S,221 Shirley Sq SE,Leesburg,"Loudoun, VA",3,3/1,End of Row/Townhouse,07/01/25,Samson Properties (SAMP1),"$580,000",,,2025-07-04 16:14:20
